0.0,1.0
0.01,1.02996
0.02,1.05984
0.03,1.08964
0.04,1.11936
0.05,1.149
0.06,1.17856
0.07,1.20804
0.08,1.2374399999999999
0.09,1.26676
0.1,1.296
0.11,1.3251600000000001
0.12,1.3542399999999999
0.13,1.38324
0.14,1.41216
0.15,1.4409999999999998
0.16,1.46976
0.17,1.49844
0.18,1.52704
0.19,1.55556
0.2,1.584
0.21,1.61236
0.22,1.6406399999999999
0.23,1.66884
0.24,1.69696
0.25,1.725
0.26,1.75296
0.27,1.78084
0.28,1.80864
0.29,1.83636
0.3,1.8639999999999999
0.31,1.89156
0.32,1.9190399999999999
0.33,1.94644
0.34,1.97376
0.35000000000000003,2.001
0.36,2.02816
0.37,2.05524
0.38,2.08224
0.39,2.10916
0.4,2.136
0.41000000000000003,2.16276
0.42,2.1894400000000003
0.43,2.21604
0.44,2.24256
0.45,2.269
0.46,2.29536
0.47000000000000003,2.3216400000000004
0.48,2.3478399999999997
0.49,2.37396
0.5,2.4
0.51,2.42596
0.52,2.45184
0.53,2.47764
0.54,2.50336
0.55,2.529
0.56,2.5545600000000004
0.5700000000000001,2.5800400000000003
0.58,2.6054399999999998
0.59,2.63076
0.6,2.6559999999999997
0.61,2.68116
0.62,2.7062399999999998
0.63,2.73124
0.64,2.75616
0.65,2.781
0.66,2.80576
0.67,2.8304400000000003
0.68,2.85504
0.6900000000000001,2.87956
0.7000000000000001,2.904
0.71,2.9283599999999996
0.72,2.95264
0.73,2.97684
0.74,3.0009599999999996
0.75,3.025
0.76,3.04896
0.77,3.0728400000000002
0.78,3.09664
0.79,3.12036
0.8,3.144
0.81,3.16756
0.8200000000000001,3.19104
0.8300000000000001,3.21444
0.84,3.2377599999999997
0.85,3.261
0.86,3.28416
0.87,3.3072399999999997
0.88,3.33024
0.89,3.35316
0.9,3.3760000000000003
0.91,3.3987600000000002
0.92,3.4214400000000005
0.93,3.44404
0.9400000000000001,3.4665600000000003
0.9500000000000001,3.489
0.96,3.51136
0.97,3.53364
0.98,3.55584
0.99,3.57796
1.0,3.6
1.01,3.6219600000000005
1.02,3.64384
